CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol dans / sur véhicule à moteur,2022-06-25,jour,23.0,302051.176,5045806.982,-73.535206,45.55217
Introduction,2022-06-25,jour,31.0,296058.721,5045943.551,-73.611958,45.55335
Introduction,2022-06-26,nuit,15.0,299154.627,5037963.704,-73.572214,45.481576
Vol dans / sur véhicule à moteur,2022-06-26,jour,7.0,290678.625,5039743.5,-73.680687,45.497471
Vol de véhicule à moteur,2022-06-27,nuit,39.0,293443.5,5049124.5,-73.645527,45.581935
Vol de véhicule à moteur,2022-06-27,nuit,45.0,297490.501,5055776.097,-73.593767,45.641842
Introduction,2022-06-27,jour,16.0,299551.906,5035777.5,-73.567109,45.461906
Vol dans / sur véhicule à moteur,2022-06-27,soir,44.0,299711.895,5045957.509,-73.565168,45.553512
Introduction,2022-06-27,soir,35.0,296870.043,5044215.756,-73.601539,45.537812
Méfait,2022-06-27,soir,31.0,295437.545,5043679.811,-73.619871,45.532972
Vol de véhicule à moteur,2022-06-28,nuit,39.0,294842.827,5053048.847,-73.627676,45.617269
Vol de véhicule à moteur,2022-06-28,jour,16.0,299482.875,5034714.5,-73.56798,45.45234
Introduction,2022-06-28,jour,26.0,296179.82,5042045.57,-73.610338,45.518276
Vol de véhicule à moteur,2022-06-29,nuit,44.0,299621.678,5048059.083,-73.566346,45.572421
Vol dans / sur véhicule à moteur,2022-06-29,nuit,16.0,300624.281,5036112.5,-73.553399,45.464928
Méfait,2022-06-28,jour,21.0,300024.532,5040548.567,-73.561111,45.504842
Introduction,2022-06-29,jour,13.0,295854.594,5031066.0,-73.614301,45.419472
Introduction,2022-06-29,jour,16.0,299574.844,5036110.0,-73.566819,45.464899
Introduction,2022-06-30,jour,20.0,300346.256,5039334.058,-73.556983,45.493915
Vol de véhicule à moteur,2022-04-29,nuit,7.0,288323.25,5038768.0,-73.710792,45.488642
Vol dans / sur véhicule à moteur,2022-06-24,jour,20.0,299576.978,5040295.883,-73.566836,45.502565
Introduction,2022-06-30,jour,15.0,299309.982,5037672.045,-73.570223,45.478953
Méfait,2022-06-30,soir,27.0,294040.766,5048271.544,-73.637855,45.574269
Vol de véhicule à moteur,2022-07-01,jour,16.0,298756.25,5033964.0,-73.577261,45.445581
Introduction,2022-07-01,jour,9.0,291654.781,5035754.5,-73.66809,45.461595
Vol de véhicule à moteur,2022-07-01,jour,26.0,294510.559,5041816.695,-73.6317,45.516194
Vol dans / sur véhicule à moteur,2022-07-01,jour,23.0,301211.722,5046958.199,-73.545966,45.562525
Introduction,2022-06-09,nuit,35.0,296842.357,5043633.697,-73.601884,45.532574
Vol de véhicule à moteur,2022-06-09,nuit,48.0,303877.11,5051934.104,-73.511832,45.607309
Vol de véhicule à moteur,2022-06-09,nuit,42.0,296520.406,5050160.0,-73.606116,45.591296
Vol de véhicule à moteur,2022-06-09,nuit,9.0,294361.55,5037028.586,-73.633505,45.473106
Vol de véhicule à moteur,2022-06-09,jour,44.0,298262.879,5046044.791,-73.583729,45.554285
Introduction,2022-06-09,jour,7.0,290063.116,5041483.805,-73.688615,45.513118
Vol dans / sur véhicule à moteur,2022-06-09,jour,48.0,303674.489,5051198.722,-73.514428,45.600691
Vol dans / sur véhicule à moteur,2022-06-09,jour,49.0,304072.465,5055776.124,-73.509333,45.64188
Introduction,2022-06-09,jour,45.0,297542.402,5055815.598,-73.593102,45.642198
Vol dans / sur véhicule à moteur,2022-06-09,nuit,21.0,300478.98,5040315.303,-73.555294,45.502746
Vol de véhicule à moteur,2022-06-09,jour,31.0,294863.321,5042878.567,-73.627206,45.525754
Introduction,2022-06-09,jour,49.0,304072.4077,5052353.44,-73.509329,45.611082
Introduction,2022-06-09,jour,10.0,290145.106,5043706.547,-73.687632,45.533121
Introduction,2022-06-09,jour,49.0,304574.592,5056320.63,-73.502892,45.64678
Vols qualifiés,2022-06-09,jour,21.0,299813.122,5041107.572,-73.563823,45.509871
Vol de véhicule à moteur,2022-06-09,jour,13.0,294980.605,5032958.678,-73.625507,45.436492
Vol de véhicule à moteur,2022-06-09,jour,30.0,296016.166,5047257.764,-73.612527,45.565175
Vol de véhicule à moteur,2022-06-09,jour,8.0,292557.92,5033637.581,-73.656489,45.442563
Vol dans / sur véhicule à moteur,2022-05-12,jour,35.0,296327.802,5043968.578,-73.608477,45.535581
Introduction,2022-06-09,soir,21.0,299490.642,5041393.743,-73.567953,45.512443
Vol dans / sur véhicule à moteur,2022-06-09,jour,44.0,300816.223,5047852.58,-73.55104,45.570571
Vols qualifiés,2022-06-09,soir,48.0,303618.049,5050407.027,-73.515149,45.593567
Vol de véhicule à moteur,2022-06-09,soir,55.0,285459.663,5035175.298,-73.747285,45.456239
Introduction,2022-06-10,nuit,16.0,299860.625,5035560.0,-73.563159,45.459951
Méfait,2022-06-10,nuit,38.0,299030.513,5041691.576,-73.573845,45.51512
Introduction,2022-06-10,nuit,26.0,295465.245,5039411.34,-73.619435,45.494563
Vol de véhicule à moteur,2022-06-10,nuit,15.0,299895.217,5038408.903,-73.562745,45.485587
Méfait,2022-06-09,soir,21.0,299956.579,5040952.107,-73.561985,45.508473
Introduction,2022-06-10,jour,20.0,300247.345,5039146.582,-73.558247,45.492228
Méfait,2022-06-09,soir,20.0,299244.491,5040219.746,-73.57109,45.501877
Méfait,2022-06-10,jour,8.0,291289.063,5032440.5,-73.672676,45.431767
Introduction,2022-06-10,jour,48.0,303833.123,5051692.065,-73.512395,45.605131
Vols qualifiés,2022-06-10,jour,26.0,293282.862,5042937.956,-73.64744,45.526264
Vol dans / sur véhicule à moteur,2022-06-10,jour,45.0,299032.508,5055450.766,-73.573982,45.638929
Vol de véhicule à moteur,2022-06-10,jour,48.0,301251.161,5048750.841,-73.545474,45.578656
Vols qualifiés,2022-06-10,jour,50.0,300726.6419,5043716.83,-73.552153,45.533356
Vol de véhicule à moteur,2022-06-10,jour,20.0,299249.273,5039798.722,-73.571024,45.498089
Vol de véhicule à moteur,2022-06-10,jour,31.0,294790.098,5045311.564,-73.628194,45.547646
Vol dans / sur véhicule à moteur,2022-06-10,jour,15.0,300414.669,5037853.691,-73.556095,45.480595
Vol dans / sur véhicule à moteur,2022-06-10,jour,21.0,300149.764,5041903.012,-73.559522,45.517031
Vol de véhicule à moteur,2022-06-30,jour,20.0,300296.937,5039983.734,-73.55762,45.499761
Méfait,2022-06-30,nuit,50.0,296787.879,5034092.832,-73.602425,45.446721
Méfait,2022-06-25,jour,31.0,295686.991,5045723.07,-73.616715,45.551361
Vol de véhicule à moteur,2022-06-30,soir,22.0,301120.506,5042254.088,-73.547099,45.520196
Vol de véhicule à moteur,2022-06-30,soir,5.0,285459.663,5035175.298,-73.747285,45.456239
Vol de véhicule à moteur,2022-06-30,soir,5.0,288270.563,5037179.298,-73.711412,45.474344
Méfait,2022-06-30,soir,7.0,289735.729,5042457.082,-73.692835,45.521869
Méfait,2022-07-01,nuit,46.0,301311.911,5051982.096,-73.544718,45.607732
Introduction,2022-07-01,nuit,46.0,300149.107,5052474.653,-73.559631,45.612158
Vol de véhicule à moteur,2022-07-01,jour,12.0,298470.057,5039162.05,-73.580986,45.492353
Introduction,2022-07-01,jour,22.0,300182.552,5042539.025,-73.559108,45.522754
Introduction,2022-07-01,jour,45.0,298568.889,5056509.351,-73.579943,45.648451
Vol dans / sur véhicule à moteur,2022-07-01,jour,16.0,299157.706,5035603.721,-73.572147,45.46034
Méfait,2022-07-01,jour,26.0,294754.654,5038271.72,-73.628503,45.484298
Vol de véhicule à moteur,2022-07-01,jour,20.0,299226.151,5040041.84,-73.571323,45.500276
Introduction,2022-07-01,jour,27.0,293455.29,5047222.254,-73.645332,45.564818
Introduction,2022-07-01,jour,15.0,297282.956,5035433.068,-73.596117,45.458786
Introduction,2022-07-01,jour,15.0,297282.956,5035433.068,-73.596117,45.458786
Vols qualifiés,2022-07-01,soir,21.0,300138.014,5041637.578,-73.55967,45.514642
Vol de véhicule à moteur,2022-07-01,soir,27.0,291658.921,5046729.838,-73.668331,45.560356
Vol de véhicule à moteur,2022-07-01,soir,21.0,300632.0,5041020.0,-73.553342,45.509088
Vol dans / sur véhicule à moteur,2022-07-01,soir,20.0,297404.344,5040277.056,-73.594638,45.502376
Vol de véhicule à moteur,2022-07-01,soir,26.0,292933.998,5041315.267,-73.651867,45.511656
Vol dans / sur véhicule à moteur,2022-07-01,soir,20.0,297404.344,5040277.056,-73.594638,45.502376
Vol dans / sur véhicule à moteur,2022-07-01,soir,49.0,303494.052,5054581.14,-73.51675,45.631127
Introduction,2022-07-01,soir,38.0,299030.513,5041691.576,-73.573845,45.51512
Méfait,2022-07-02,nuit,16.0,299883.39,5036427.63,-73.562876,45.467759
Vol dans / sur véhicule à moteur,2022-07-02,nuit,22.0,300043.201,5042632.088,-73.560893,45.52359
Vol de véhicule à moteur,2022-07-02,nuit,44.0,299740.745,5045415.221,-73.564793,45.548632
Vol de véhicule à moteur,2022-07-02,jour,22.0,300043.201,5042632.088,-73.560893,45.52359
Vol dans / sur véhicule à moteur,2022-07-02,jour,48.0,301216.409,5050260.814,-73.54593,45.592243
Vols qualifiés,2022-07-02,jour,31.0,295584.655,5044783.362,-73.618008,45.542904
Introduction,2022-07-02,jour,48.0,301893.596,5052331.093,-73.537263,45.610875
Introduction,2022-07-02,jour,22.0,300207.221,5042961.428,-73.558796,45.526555
Vol dans / sur véhicule à moteur,2022-07-02,jour,22.0,300808.791,5043436.598,-73.551099,45.530835
Vol dans / sur véhicule à moteur,2022-07-02,jour,27.0,293651.92,5044492.959,-73.642751,45.540262
Vol de véhicule à moteur,2022-03-03,jour,23.0,301172.346,5045459.255,-73.546459,45.549037
Introduction,2022-03-04,jour,23.0,300757.487,5045148.612,-73.55177,45.54624
Vol de véhicule à moteur,2022-03-05,nuit,23.0,301935.563,5045965.486,-73.536688,45.553596
Introduction,2022-03-06,jour,26.0,293743.875,5039581.446,-73.641463,45.496068
Introduction,2022-03-07,jour,26.0,293599.567,5039675.892,-73.643311,45.496916
Méfait,2022-03-08,jour,12.0,297850.094,5038625.0,-73.58891,45.487515
Vol dans / sur véhicule à moteur,2022-03-08,jour,44.0,297522.582,5045860.785,-73.593208,45.552622
Vol de véhicule à moteur,2022-03-08,jour,26.0,294902.41,5040786.662,-73.626664,45.506931
Vol de véhicule à moteur,2022-03-09,nuit,49.0,304941.739,5055500.324,-73.498182,45.639399
Vol dans / sur véhicule à moteur,2022-03-02,soir,23.0,300955.232,5047091.963,-73.549253,45.563728
Vol de véhicule à moteur,2022-03-10,nuit,9.0,292264.449,5036620.601,-73.660316,45.4694
Vol dans / sur véhicule à moteur,2022-03-10,soir,44.0,299834.164,5046228.959,-73.563605,45.555955
Introduction,2022-03-11,nuit,20.0,298718.852,5040797.622,-73.577823,45.507073
Introduction,2022-03-11,jour,9.0,292385.938,5037234.0,-73.658778,45.474922
Vol de véhicule à moteur,2022-03-12,jour,26.0,296436.031,5041872.5,-73.607056,45.516721
Vol de véhicule à moteur,2022-03-12,soir,9.0,291772.219,5035693.5,-73.666587,45.461049
Introduction,2022-03-13,nuit,31.0,296064.196,5045057.575,-73.611872,45.545377
Introduction,2022-03-13,nuit,42.0,298924.906,5049540.5,-73.575291,45.585746
Vol dans / sur véhicule à moteur,2022-03-13,jour,31.0,295865.1569,5044352.852,-73.614408,45.539034
Vol dans / sur véhicule à moteur,2022-03-14,nuit,44.0,299703.242,5044625.269,-73.565265,45.541523
Vol dans / sur véhicule à moteur,2022-03-14,jour,7.0,288305.158,5039888.193,-73.711061,45.498721
Vol dans / sur véhicule à moteur,2022-03-08,soir,31.0,294100.894,5043260.579,-73.636975,45.52918
Introduction,2022-03-14,soir,9.0,293436.844,5034778.5,-73.64528,45.452844
Vol dans / sur véhicule à moteur,2022-03-07,soir,46.0,301136.809,5051276.473,-73.546958,45.601382
Introduction,2022-03-15,jour,7.0,288610.576,5038822.554,-73.707118,45.489139
Introduction,2022-03-16,nuit,16.0,299591.156,5036358.0,-73.566613,45.46713
Vol dans / sur véhicule à moteur,2022-03-16,jour,13.0,292393.438,5032524.5,-73.658563,45.432544
Vol dans / sur véhicule à moteur,2022-03-16,soir,20.0,300257.309,5039782.202,-73.558126,45.497947
Vol dans / sur véhicule à moteur,2022-03-17,nuit,26.0,294469.793,5040112.34,-73.632186,45.500856
Vol de véhicule à moteur,2022-03-17,jour,8.0,287670.281,5033363.5,-73.718957,45.439994
Méfait,2022-03-17,jour,21.0,300182.975,5040803.601,-73.559086,45.507138
Méfait,2022-03-17,soir,15.0,298493.637,5038137.249,-73.580671,45.483132
Vol de véhicule à moteur,2022-03-17,soir,42.0,298503.581,5048207.64,-73.580674,45.573749
Introduction,2022-03-18,nuit,16.0,299574.844,5036110.0,-73.566819,45.464899
Vol de véhicule à moteur,2022-03-18,jour,44.0,299568.599,5048610.701,-73.567032,45.577385
Vol dans / sur véhicule à moteur,2022-03-18,jour,26.0,294114.785,5039347.009,-73.636712,45.493964
Vol dans / sur véhicule à moteur,2022-03-18,soir,27.0,293679.574,5044559.482,-73.642399,45.540861
Vol dans / sur véhicule à moteur,2022-07-01,soir,23.0,301211.722,5046958.199,-73.545966,45.562525
Vol dans / sur véhicule à moteur,2022-07-01,soir,27.0,292994.107,5044240.553,-73.651168,45.53798
Vol de véhicule à moteur,2022-07-02,nuit,48.0,302518.613,5049378.103,-73.529236,45.584306
Vol de véhicule à moteur,2022-07-02,jour,44.0,298466.77,5045416.562,-73.581109,45.548634
Vol dans / sur véhicule à moteur,2022-07-02,jour,9.0,295965.485,5036549.527,-73.612983,45.468817
Vols qualifiés,2022-07-02,soir,38.0,296695.996,5043128.219,-73.603749,45.528024
Introduction,2022-07-03,jour,7.0,290238.125,5039836.0,-73.686326,45.498294
Introduction,2022-07-03,jour,13.0,294047.692,5031368.616,-73.637396,45.42217
Vol dans / sur véhicule à moteur,2022-06-26,soir,31.0,293861.047,5043360.789,-73.640048,45.530078
Méfait,2022-07-04,soir,31.0,295564.784,5045268.314,-73.618272,45.547267
Vol dans / sur véhicule à moteur,2022-07-04,soir,44.0,298953.475,5046971.685,-73.574894,45.562631
Vol dans / sur véhicule à moteur,2022-07-04,soir,20.0,299576.978,5040295.883,-73.566836,45.502565
Vol de véhicule à moteur,2022-07-04,soir,23.0,301211.722,5046958.199,-73.545966,45.562525
Méfait,2022-07-04,soir,35.0,297326.586,5043806.105,-73.595687,45.534131
Vol de véhicule à moteur,2022-07-05,nuit,31.0,296058.721,5045943.551,-73.611958,45.55335
Vol de véhicule à moteur,2022-07-05,jour,9.0,293277.844,5034868.0,-73.647315,45.453647
Vol de véhicule à moteur,2022-07-05,soir,23.0,301211.722,5046958.199,-73.545966,45.562525
Vol de véhicule à moteur,2022-07-05,soir,23.0,301211.722,5046958.199,-73.545966,45.562525
Introduction,2022-07-06,nuit,49.0,305378.371,5056501.061,-73.49258,45.648404
Vol dans / sur véhicule à moteur,2022-06-29,soir,26.0,296577.265,5041735.586,-73.605246,45.515491
Vol dans / sur véhicule à moteur,2022-06-22,soir,31.0,294887.063,5042936.207,-73.626904,45.526273
Vol dans / sur véhicule à moteur,2022-06-30,jour,15.0,298935.899,5038219.517,-73.575015,45.483876
Vol dans / sur véhicule à moteur,2022-07-06,soir,16.0,298760.781,5034042.5,-73.577204,45.446288
Introduction,2022-07-07,nuit,9.0,295965.485,5036549.527,-73.612983,45.468817
Vol dans / sur véhicule à moteur,2022-07-07,jour,42.0,298275.469,5048838.5,-73.583605,45.579424
Vol de véhicule à moteur,2022-07-07,jour,12.0,296714.205,5037552.906,-73.603424,45.477855
Introduction,2022-07-08,nuit,23.0,301211.722,5046958.199,-73.545966,45.562525
Vol dans / sur véhicule à moteur,2022-06-29,soir,20.0,299576.978,5040295.883,-73.566836,45.502565
Introduction,2022-07-08,jour,23.0,301878.271,5045042.216,-73.537416,45.545288
Vol dans / sur véhicule à moteur,2022-07-08,jour,12.0,296350.375,5038234.5,-73.60809,45.483984
Vol de véhicule à moteur,2022-07-08,jour,23.0,302199.293,5046127.116,-73.533311,45.555051
Vol de véhicule à moteur,2022-07-09,jour,46.0,301051.922,5051004.599,-73.548044,45.598935
Vol de véhicule à moteur,2022-07-09,soir,23.0,301340.857,5046897.921,-73.544311,45.561984
Introduction,2022-07-09,soir,22.0,300543.315,5041889.517,-73.554484,45.516912
Vol dans / sur véhicule à moteur,2022-07-10,jour,44.0,300367.747,5047365.288,-73.556781,45.566184
Introduction,2022-07-10,soir,31.0,295029.04,5044145.983,-73.62511,45.537161
Vol de véhicule à moteur,2022-06-10,soir,12.0,297007.125,5038040.5,-73.599685,45.482246
Vol dans / sur véhicule à moteur,2022-06-10,soir,20.0,297404.344,5040277.056,-73.594638,45.502376
Vol dans / sur véhicule à moteur,2022-06-10,soir,30.0,294429.516,5048254.135,-73.632874,45.574119
Vol de véhicule à moteur,2022-06-10,soir,27.0,292325.891,5046358.536,-73.659778,45.557027
Méfait,2022-06-11,nuit,15.0,298980.894,5038166.344,-73.574439,45.483398
Méfait,2022-06-11,nuit,15.0,298980.894,5038166.344,-73.574439,45.483398
Méfait,2022-06-11,nuit,21.0,299813.122,5041107.572,-73.563823,45.509871
Méfait,2022-06-11,nuit,31.0,294061.509,5044549.323,-73.637508,45.540776
Vol de véhicule à moteur,2022-06-11,jour,21.0,299695.431,5041187.301,-73.56533,45.510587
Vol de véhicule à moteur,2022-06-11,jour,48.0,303381.211,5051151.6,-73.518187,45.600267
Vol dans / sur véhicule à moteur,2022-06-11,jour,7.0,289413.516,5042229.119,-73.696952,45.519811
Vol de véhicule à moteur,2022-06-11,jour,21.0,299621.716,5041432.575,-73.566276,45.512794
Vol de véhicule à moteur,2022-06-11,jour,38.0,299218.003,5042484.084,-73.571455,45.522253
Introduction,2022-06-11,jour,8.0,290031.125,5033105.5,-73.688773,45.437726
Introduction,2022-06-11,jour,38.0,297376.167,5042052.413,-73.595025,45.518351
Vol dans / sur véhicule à moteur,2022-06-11,jour,7.0,287877.796,5042592.002,-73.716623,45.523041
Introduction,2022-06-11,jour,9.0,294714.506,5035985.473,-73.62897,45.463725
Vol dans / sur véhicule à moteur,2022-06-11,jour,38.0,297587.209,5042627.578,-73.592332,45.523529
Vol de véhicule à moteur,2022-06-11,jour,45.0,299032.508,5055450.766,-73.573982,45.638929
Méfait,2022-06-11,jour,46.0,300693.344,5052838.0,-73.552656,45.615431
Vol de véhicule à moteur,2022-06-11,jour,44.0,298204.085,5045405.594,-73.584473,45.548533
Introduction,2022-06-11,jour,21.0,299972.018,5041363.575,-73.561792,45.512175
Vol dans / sur véhicule à moteur,2022-06-11,soir,7.0,290104.688,5039948.5,-73.688037,45.499304
Vol dans / sur véhicule à moteur,2022-06-11,soir,48.0,301859.682,5047844.132,-73.537671,45.5705
Méfait,2022-06-11,soir,16.0,299129.438,5034466.5,-73.572496,45.450106
Méfait,2022-06-12,nuit,38.0,299327.185,5041245.917,-73.570043,45.511112
Introduction,2022-06-12,nuit,22.0,300918.513,5041712.082,-73.54968,45.515317
Vol dans / sur véhicule à moteur,2022-06-12,nuit,23.0,301888.594,5046273.615,-73.537291,45.556368
Vol de véhicule à moteur,2022-06-12,jour,20.0,299249.273,5039798.722,-73.571024,45.498089
Vol de véhicule à moteur,2022-06-12,jour,39.0,296180.344,5052334.5,-73.610513,45.610859
Vols qualifiés,2022-06-12,jour,12.0,298414.043,5039297.869,-73.581705,45.493575
Méfait,2022-06-12,soir,26.0,296614.438,5041913.0,-73.604773,45.517088
Méfait,2022-06-12,soir,38.0,299433.908,5041952.579,-73.568685,45.517472
Vol dans / sur véhicule à moteur,2022-06-12,soir,20.0,298760.64,5040136.058,-73.57728,45.50112
Vols qualifiés,2022-06-12,soir,21.0,300213.207,5040846.064,-73.5587,45.50752
Méfait,2022-06-13,nuit,23.0,301365.288,5045172.12,-73.543986,45.546454
Vol dans / sur véhicule à moteur,2022-06-10,jour,20.0,299344.836,5040364.062,-73.569807,45.503177
Méfait,2022-06-13,nuit,15.0,299892.678,5038174.548,-73.562775,45.483479
Vol dans / sur véhicule à moteur,2022-06-13,nuit,15.0,300222.588,5037856.313,-73.558552,45.480617
Méfait,2022-06-13,nuit,27.0,291658.921,5046729.838,-73.668331,45.560356
Vol de véhicule à moteur,2022-06-13,jour,21.0,300395.48,5040731.29,-73.556366,45.506489
Vol dans / sur véhicule à moteur,2022-06-11,soir,26.0,293176.848,5042049.535,-73.648776,45.518268
Vol dans / sur véhicule à moteur,2022-06-13,jour,46.0,300166.074,5052854.655,-73.559417,45.615577
Vol de véhicule à moteur,2022-07-02,jour,7.0,289052.7009,5039206.012,-73.701474,45.4926
Méfait,2022-07-02,jour,30.0,296582.513,5048098.896,-73.605286,45.57275
Vol dans / sur véhicule à moteur,2022-07-02,jour,22.0,300041.641,5043534.816,-73.560922,45.531714
Vols qualifiés,2022-07-02,jour,38.0,299327.185,5041245.917,-73.570043,45.511112
