CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol de véhicule à moteur,2022-04-14,soir,39.0,295426.0,5051177.5,-73.620162,45.600438
Introduction,2022-04-14,jour,22.0,300050.194,5043311.595,-73.56081,45.529705
Vols qualifiés,2022-04-14,soir,42.0,298583.188,5049565.0,-73.579671,45.585964
Introduction,2022-04-14,soir,20.0,298790.62,5039874.631,-73.576894,45.498768
Vol dans / sur véhicule à moteur,2022-03-01,jour,13.0,294577.75,5031274.5,-73.630621,45.421331
Introduction,2022-03-01,jour,15.0,297373.108,5035384.526,-73.594964,45.45835
Vol dans / sur véhicule à moteur,2022-03-01,soir,39.0,294263.469,5050842.5,-73.635057,45.597407
Méfait,2022-03-01,soir,15.0,297859.789,5036983.133,-73.588763,45.47274
Méfait,2022-04-15,jour,48.0,301233.219,5047642.213,-73.545696,45.56868
Vol de véhicule à moteur,2022-03-02,jour,46.0,300632.594,5052739.0,-73.553434,45.61454
Vol dans / sur véhicule à moteur,2022-03-01,jour,27.0,292850.387,5046945.044,-73.653075,45.562314
Vol de véhicule à moteur,2022-03-02,jour,38.0,297782.31,5042338.577,-73.589831,45.52093
Vol de véhicule à moteur,2022-04-15,soir,8.0,289908.0525,5033334.857,-73.690353,45.439787
Vol dans / sur véhicule à moteur,2022-03-02,soir,31.0,295447.096,5045343.569,-73.61978,45.547943
Vol de véhicule à moteur,2022-04-16,nuit,13.0,295578.594,5033064.0,-73.617865,45.437448
Vol de véhicule à moteur,2022-04-16,jour,16.0,299447.44,5036971.976,-73.568458,45.472654
Vol dans / sur véhicule à moteur,2022-04-16,jour,39.0,294022.5,5049293.5,-73.638112,45.583465
Vol de véhicule à moteur,2022-04-16,jour,10.0,287770.478,5042824.849,-73.718004,45.525133
Introduction,2022-04-16,jour,27.0,292486.334,5045053.771,-73.65769,45.545289
Vols qualifiés,2022-04-16,jour,30.0,294606.6,5047592.262,-73.630591,45.568166
Vol de véhicule à moteur,2022-04-16,jour,15.0,297428.65,5035173.046,-73.59425,45.456448
Introduction,2022-04-16,jour,31.0,295438.265,5043958.834,-73.619867,45.535482
Méfait,2022-03-02,soir,7.0,288836.977,5039722.907,-73.704251,45.497246
Vols qualifiés,2022-03-02,soir,7.0,288836.977,5039722.907,-73.704251,45.497246
Vols qualifiés,2022-04-17,nuit,15.0,297003.463,5035479.764,-73.599691,45.459203
Vol de véhicule à moteur,2022-04-17,nuit,27.0,293579.7,5047496.131,-73.643745,45.567285
Vol dans / sur véhicule à moteur,2022-04-17,jour,27.0,292561.203,5044704.045,-73.656723,45.542143
Introduction,2022-04-17,jour,22.0,300050.194,5043311.595,-73.56081,45.529705
Vol de véhicule à moteur,2022-04-17,jour,12.0,297568.51,5039409.625,-73.592524,45.494572
Méfait,2022-04-17,jour,21.0,300117.94,5041852.266,-73.559929,45.516574
Vol de véhicule à moteur,2022-04-17,jour,30.0,296630.019,5047167.963,-73.604661,45.564374
Vol dans / sur véhicule à moteur,2022-04-17,jour,26.0,296305.519,5039568.012,-73.608687,45.495983
Méfait,2022-04-17,jour,26.0,296462.174,5042490.814,-73.606732,45.522286
Méfait,2022-04-17,jour,15.0,297237.321,5035813.25,-73.596706,45.462207
Vol de véhicule à moteur,2022-03-03,nuit,49.0,305314.416,5056231.715,-73.493401,45.64598
Introduction,2022-04-17,jour,26.0,293456.666,5038851.036,-73.645121,45.489491
Introduction,2022-04-17,jour,38.0,298014.971,5042187.462,-73.58685,45.519573
Vol dans / sur véhicule à moteur,2022-04-17,jour,20.0,298104.653,5040035.006,-73.585673,45.500205
Méfait,2022-04-17,jour,38.0,298676.697,5043284.589,-73.578394,45.529451
Vol dans / sur véhicule à moteur,2022-03-02,nuit,48.0,301022.21,5048862.28,-73.548408,45.579658
Méfait,2022-04-17,jour,38.0,298676.697,5043284.589,-73.578394,45.529451
Vol de véhicule à moteur,2022-04-18,nuit,42.0,298784.875,5049611.5,-73.577087,45.586384
Introduction,2022-03-03,nuit,7.0,289969.969,5040864.5,-73.689788,45.507544
Vol dans / sur véhicule à moteur,2022-03-03,jour,10.0,293054.264,5043516.164,-73.650381,45.531463
Introduction,2022-04-18,jour,38.0,298914.01,5042775.141,-73.57535,45.524869
Introduction,2022-03-03,jour,31.0,295733.705,5044075.276,-73.616086,45.536534
Méfait,2022-03-03,soir,9.0,294910.676,5037406.829,-73.62649,45.476518
Vols qualifiés,2022-03-03,soir,15.0,298307.258,5035953.855,-73.583027,45.463483
Vols qualifiés,2022-03-04,jour,30.0,294840.267,5047446.724,-73.627594,45.566859
Vol de véhicule à moteur,2022-03-05,nuit,31.0,294211.907,5044236.563,-73.635575,45.537964
Vol de véhicule à moteur,2022-02-23,jour,22.0,301332.689,5043586.6,-73.544393,45.532187
Méfait,2022-03-05,soir,22.0,300757.711,5042597.38,-73.551746,45.523283
Vol de véhicule à moteur,2022-03-05,soir,16.0,300978.93,5035790.377,-73.548861,45.462031
Vol dans / sur véhicule à moteur,2022-03-06,nuit,38.0,297854.134,5042698.332,-73.588916,45.524168
Introduction,2022-04-19,jour,38.0,298179.823,5043613.674,-73.58476,45.532408
Méfait,2022-04-19,jour,23.0,301198.387,5044786.61,-73.546121,45.542985
Méfait,2022-04-19,jour,38.0,299096.016,5041493.574,-73.573005,45.513339
Introduction,2022-04-19,jour,26.0,293135.188,5039877.451,-73.649258,45.498722
Vol dans / sur véhicule à moteur,2022-04-19,jour,26.0,293135.188,5039877.451,-73.649258,45.498722
Vol dans / sur véhicule à moteur,2022-03-06,nuit,21.0,300632.116,5041174.971,-73.553342,45.510483
Méfait,2022-03-06,soir,39.0,295593.219,5051534.5,-73.618025,45.603653
Vol dans / sur véhicule à moteur,2022-04-19,soir,30.0,293774.374,5047669.543,-73.641255,45.568848
Vol dans / sur véhicule à moteur,2022-04-19,soir,7.0,289182.174,5042324.055,-73.699917,45.52066
Méfait,2022-04-19,soir,26.0,294561.087,5040054.686,-73.631017,45.500339
Vol dans / sur véhicule à moteur,2022-04-19,soir,48.0,303728.109,5052138.603,-73.513742,45.609149
Vols qualifiés,2022-03-06,soir,46.0,301146.688,5052331.5,-73.546839,45.610876
Vols qualifiés,2022-03-06,soir,26.0,292197.372,5040090.342,-73.661263,45.500621
Vol de véhicule à moteur,2022-04-20,nuit,9.0,292918.712,5035853.49,-73.651931,45.462509
Vol de véhicule à moteur,2022-04-20,jour,31.0,294494.502,5044917.563,-73.631971,45.544096
Introduction,2022-04-20,jour,39.0,294999.719,5050218.0,-73.625607,45.591798
Vol de véhicule à moteur,2022-03-07,nuit,48.0,301185.863,5049033.808,-73.546313,45.581202
Méfait,2022-03-03,jour,15.0,297321.602,5036194.834,-73.595634,45.465641
Vol de véhicule à moteur,2022-03-07,jour,35.0,296081.912,5043154.074,-73.611611,45.528249
Méfait,2022-03-07,soir,48.0,300041.538,5049080.628,-73.560977,45.581617
Vol dans / sur véhicule à moteur,2022-03-07,soir,42.0,297693.469,5050384.0,-73.591085,45.593325
Vol dans / sur véhicule à moteur,2022-03-07,soir,49.0,303485.891,5057576.043,-73.516862,45.658076
Méfait,2022-03-07,soir,7.0,288500.645,5039326.563,-73.708541,45.493672
Méfait,2022-03-07,soir,26.0,294260.037,5040247.304,-73.634873,45.502068
Introduction,2022-04-20,soir,22.0,300050.194,5043311.595,-73.56081,45.529705
Introduction,2022-04-20,soir,38.0,299096.016,5041493.574,-73.573005,45.513339
Vol de véhicule à moteur,2022-03-08,jour,27.0,293243.832,5048336.894,-73.648067,45.574845
Vol de véhicule à moteur,2022-03-08,jour,30.0,295469.544,5046203.944,-73.619509,45.555685
Vol de véhicule à moteur,2022-04-21,nuit,27.0,292397.28,5048308.533,-73.658913,45.574575
Introduction,2022-04-21,nuit,7.0,288674.871,5041476.768,-73.706383,45.513024
Méfait,2022-03-08,jour,39.0,293427.656,5049517.0,-73.64574,45.585467
Vol de véhicule à moteur,2022-04-21,jour,26.0,293769.188,5042203.0,-73.641198,45.519658
Méfait,2022-04-21,jour,22.0,300470.794,5043246.595,-73.555425,45.529123
Vol de véhicule à moteur,2022-03-08,soir,26.0,294636.019,5038094.349,-73.630017,45.4827
Vols qualifiés,2022-02-26,soir,21.0,299568.729,5040710.567,-73.566946,45.506296
Vols qualifiés,2022-03-03,soir,27.0,294230.698,5045487.059,-73.635361,45.549217
Vol de véhicule à moteur,2022-03-09,soir,35.0,296924.505,5044302.103,-73.600843,45.53859
Méfait,2022-03-10,nuit,21.0,300321.22,5041067.947,-73.55732,45.509518
Vol de véhicule à moteur,2022-03-10,jour,42.0,296174.938,5050606.5,-73.610552,45.59531
Vol de véhicule à moteur,2022-03-10,jour,48.0,301228.699,5048937.094,-73.545763,45.580332
Introduction,2022-03-10,soir,39.0,295140.719,5051202.5,-73.62382,45.600659
Vol dans / sur véhicule à moteur,2022-03-10,soir,21.0,300321.22,5041067.947,-73.55732,45.509518
Introduction,2022-04-22,jour,26.0,296181.38,5039538.175,-73.610274,45.495713
Vol de véhicule à moteur,2022-04-22,jour,42.0,297767.625,5050635.0,-73.590138,45.595584
Introduction,2022-04-22,jour,38.0,298014.971,5042187.462,-73.58685,45.519573
Introduction,2022-03-10,soir,27.0,293904.542,5048043.07,-73.639595,45.572211
Vol dans / sur véhicule à moteur,2022-04-09,jour,22.0,301166.693,5043303.098,-73.546516,45.529635
Introduction,2022-04-22,jour,7.0,288674.871,5041476.768,-73.706383,45.513024
Vol de véhicule à moteur,2022-03-10,soir,49.0,303485.891,5057576.043,-73.516862,45.658076
Vols qualifiés,2022-03-10,soir,22.0,300757.711,5042597.38,-73.551746,45.523283
Vols qualifiés,2022-03-10,soir,16.0,301445.563,5035697.0,-73.542893,45.461194
Vol dans / sur véhicule à moteur,2022-03-11,nuit,31.0,294641.451,5043181.928,-73.630053,45.52848
Introduction,2022-04-23,nuit,26.0,294196.387,5041531.016,-73.635715,45.513618
Vol dans / sur véhicule à moteur,2022-04-23,nuit,39.0,295819.781,5052386.5,-73.615137,45.611322
Méfait,2022-04-23,nuit,21.0,300299.03,5040728.57,-73.5576,45.506464
Méfait,2022-04-23,nuit,26.0,293846.119,5039257.244,-73.640147,45.493152
Introduction,2022-04-23,jour,31.0,294979.002,5044718.067,-73.625762,45.542308
Méfait,2022-04-23,jour,13.0,295072.031,5032277.0,-73.624325,45.430359
Vol dans / sur véhicule à moteur,2022-04-23,jour,26.0,294734.802,5040974.967,-73.628813,45.508623
Vol de véhicule à moteur,2022-04-23,jour,38.0,298926.073,5043204.697,-73.5752,45.528735
Introduction,2022-04-23,jour,38.0,299202.152,5042259.088,-73.571655,45.520228
Vol de véhicule à moteur,2022-04-23,jour,38.0,298161.006,5042499.08,-73.584985,45.522378
Vol dans / sur véhicule à moteur,2022-04-23,soir,26.0,294039.111,5040394.22,-73.637703,45.503386
Vol dans / sur véhicule à moteur,2022-03-07,jour,20.0,298104.653,5040035.006,-73.585673,45.500205
Introduction,2022-03-11,jour,27.0,293505.859,5044179.088,-73.644614,45.537436
Méfait,2022-03-11,jour,48.0,303071.142,5047641.918,-73.522149,45.568685
Introduction,2022-04-24,jour,15.0,297399.082,5037155.035,-73.594658,45.474283
Vol de véhicule à moteur,2022-04-24,jour,31.0,294253.202,5045016.861,-73.635063,45.544986
Vol dans / sur véhicule à moteur,2022-04-24,jour,20.0,298104.653,5040035.006,-73.585673,45.500205
Vol de véhicule à moteur,2022-04-24,jour,26.0,296985.4782,5041365.288,-73.600015,45.512164
Vol dans / sur véhicule à moteur,2022-04-24,jour,30.0,293973.562,5048003.92,-73.63871,45.57186
Introduction,2022-03-11,jour,21.0,300299.03,5040728.57,-73.5576,45.506464
Vol de véhicule à moteur,2022-03-11,soir,26.0,294238.467,5040715.443,-73.635159,45.50628
Vol de véhicule à moteur,2022-03-11,soir,8.0,287386.553,5035839.13,-73.722671,45.462264
Méfait,2022-04-24,soir,38.0,298276.107,5043461.032,-73.583525,45.531035
Méfait,2022-03-12,nuit,48.0,303930.209,5052146.605,-73.511151,45.609221
Méfait,2022-03-12,nuit,22.0,300519.972,5043997.876,-73.554801,45.535883
Vol de véhicule à moteur,2022-03-12,nuit,38.0,299190.813,5041656.576,-73.571793,45.514806
Vol de véhicule à moteur,2022-03-12,jour,42.0,295761.535,5049648.441,-73.615833,45.586684
Vol de véhicule à moteur,2022-04-25,nuit,31.0,294141.404,5044740.061,-73.636489,45.542494
Méfait,2022-04-21,jour,21.0,300007.482,5041724.03,-73.561341,45.515419
Vol dans / sur véhicule à moteur,2022-03-12,jour,7.0,290901.844,5043543.0,-73.677939,45.531665
Introduction,2022-04-25,jour,46.0,301040.97,5052161.738,-73.548193,45.609347
Méfait,2022-03-12,jour,38.0,299092.702,5042656.585,-73.573061,45.523804
Méfait,2022-03-12,jour,31.0,294914.319,5042997.067,-73.626556,45.526821
Vol dans / sur véhicule à moteur,2022-03-12,jour,23.0,300929.087,5044902.111,-73.54957,45.544022
Vol dans / sur véhicule à moteur,2022-04-15,soir,48.0,301069.53,5049089.065,-73.547804,45.581699
Vol de véhicule à moteur,2022-04-25,jour,7.0,289806.992,5038942.029,-73.691815,45.490241
Vol dans / sur véhicule à moteur,2022-04-25,soir,39.0,293233.877,5049894.656,-73.648232,45.588862
Vol dans / sur véhicule à moteur,2022-04-25,soir,7.0,289894.844,5041737.0,-73.690776,45.515393
Vol de véhicule à moteur,2022-04-25,soir,48.0,301750.105,5048270.103,-73.539077,45.574333
Introduction,2022-03-12,soir,22.0,300757.099,5042839.592,-73.551756,45.525462
Méfait,2022-03-12,soir,23.0,300797.962,5044600.873,-73.551247,45.541311
Vol de véhicule à moteur,2022-03-13,jour,7.0,289182.174,5042324.055,-73.699917,45.52066
Introduction,2022-03-13,soir,9.0,293360.88,5037012.339,-73.646303,45.472944
Vol dans / sur véhicule à moteur,2022-03-13,soir,39.0,295140.719,5051202.5,-73.62382,45.600659
Vol de véhicule à moteur,2022-03-14,nuit,42.0,298568.311,5048312.911,-73.579845,45.574697
Vol dans / sur véhicule à moteur,2022-04-26,nuit,27.0,292792.38,5047965.537,-73.653843,45.571495
Vol de véhicule à moteur,2022-04-26,jour,7.0,288393.406,5037942.5,-73.709867,45.481215
Vol dans / sur véhicule à moteur,2022-04-26,jour,16.0,301311.824,5035492.412,-73.544602,45.459352
Introduction,2022-04-26,jour,23.0,300991.792,5045047.452,-73.548768,45.545331
Méfait,2022-04-13,jour,23.0,302011.487,5045606.617,-73.535713,45.550367
Méfait,2022-03-14,jour,44.0,298678.688,5044805.498,-73.578387,45.543137
Vol de véhicule à moteur,2022-04-26,jour,10.0,291038.363,5043771.271,-73.676197,45.533722
Méfait,2022-04-26,jour,22.0,300599.802,5042594.589,-73.553767,45.523257
Vol dans / sur véhicule à moteur,2022-04-26,jour,26.0,296985.4782,5041365.288,-73.600015,45.512164
Vol dans / sur véhicule à moteur,2022-04-14,jour,26.0,294238.467,5040715.443,-73.635159,45.50628
Vol dans / sur véhicule à moteur,2022-03-07,jour,38.0,298106.812,5041937.075,-73.585671,45.517321
Méfait,2022-03-14,jour,21.0,299695.431,5041187.301,-73.56533,45.510587
Vol dans / sur véhicule à moteur,2022-03-09,nuit,13.0,292841.438,5032221.5,-73.65283,45.429825
Vol dans / sur véhicule à moteur,2022-03-15,jour,31.0,296800.69,5045293.581,-73.602444,45.54751
Méfait,2022-04-26,soir,13.0,293873.094,5030794.0,-73.639614,45.416997
Méfait,2022-03-05,soir,42.0,299330.438,5049214.0,-73.570091,45.582812
Introduction,2022-04-27,nuit,12.0,298327.756,5039193.549,-73.582807,45.492635
Vol de véhicule à moteur,2022-04-27,nuit,27.0,291883.405,5045973.127,-73.665436,45.553551
Introduction,2022-04-27,nuit,7.0,288674.871,5041476.768,-73.706383,45.513024
Vol de véhicule à moteur,2022-03-15,jour,27.0,293117.523,5047607.256,-73.649668,45.568277
Vol de véhicule à moteur,2022-03-15,jour,44.0,299896.82,5045256.811,-73.562793,45.547208
Vol de véhicule à moteur,2022-03-15,jour,7.0,289894.844,5041737.0,-73.690776,45.515393
Vol dans / sur véhicule à moteur,2022-04-20,jour,26.0,294534.788,5041175.622,-73.631377,45.510425
Vol dans / sur véhicule à moteur,2022-04-27,jour,35.0,298643.703,5044753.929,-73.578835,45.542673
Méfait,2022-04-27,jour,46.0,300194.781,5051506.998,-73.559036,45.603451
Vol dans / sur véhicule à moteur,2022-04-27,jour,44.0,299557.366,5046277.189,-73.567151,45.556387
Méfait,2022-03-15,jour,22.0,300466.907,5042151.085,-73.555465,45.519265
Vol dans / sur véhicule à moteur,2022-03-15,soir,20.0,299389.237,5040285.062,-73.569238,45.502466
Introduction,2022-03-15,soir,10.0,290409.672,5044014.854,-73.684254,45.535901
Introduction,2022-04-27,jour,26.0,294704.414,5040671.345,-73.629195,45.50589
Vol de véhicule à moteur,2022-03-15,soir,20.0,299697.209,5040093.093,-73.565295,45.500741
Méfait,2022-03-16,nuit,27.0,292623.396,5045669.043,-73.655951,45.550828
Vol de véhicule à moteur,2022-03-16,nuit,31.0,295421.241,5042995.904,-73.620066,45.526817
Vol de véhicule à moteur,2022-03-16,nuit,35.0,297338.091,5044937.185,-73.595557,45.544309
Vol dans / sur véhicule à moteur,2022-03-16,jour,42.0,296875.313,5049841.0,-73.601562,45.58843
Introduction,2022-03-16,soir,39.0,294296.656,5051161.5,-73.634639,45.600278
Vol dans / sur véhicule à moteur,2022-03-16,soir,38.0,297196.206,5043082.58,-73.597345,45.527619
Vol de véhicule à moteur,2022-04-28,jour,39.0,296081.875,5052581.5,-73.61178,45.61308
Vol de véhicule à moteur,2022-04-28,jour,45.0,297660.378,5054691.754,-73.591572,45.632087
Vol dans / sur véhicule à moteur,2022-04-17,jour,8.0,293139.016,5034277.986,-73.649076,45.448335
Vol dans / sur véhicule à moteur,2022-04-17,jour,38.0,298066.304,5042778.083,-73.586201,45.524888
Vol dans / sur véhicule à moteur,2022-04-18,jour,15.0,297546.461,5035451.017,-73.592748,45.458951
Vol de véhicule à moteur,2022-04-28,jour,42.0,297500.906,5048825.5,-73.59353,45.579299
Vol dans / sur véhicule à moteur,2022-04-27,soir,45.0,297343.776,5055115.399,-73.595639,45.635895
Méfait,2022-04-28,jour,26.0,294734.802,5040974.967,-73.628813,45.508623
Vol dans / sur véhicule à moteur,2022-04-19,jour,35.0,295807.196,5043896.786,-73.615142,45.534929
Vol de véhicule à moteur,2022-04-28,jour,21.0,300443.125,5040118.686,-73.555751,45.500976
Introduction,2022-04-28,jour,31.0,295407.773,5045146.471,-73.62028,45.546169
Méfait,2022-04-28,jour,44.0,300522.587,5045837.112,-73.554784,45.552434
Introduction,2022-04-28,soir,38.0,299141.621,5043919.437,-73.572449,45.535168
Vol de véhicule à moteur,2022-03-16,soir,7.0,289806.992,5038942.029,-73.691815,45.490241
Introduction,2022-03-16,soir,26.0,292763.797,5040020.045,-73.654014,45.499999
Vol de véhicule à moteur,2022-04-28,soir,48.0,300886.856,5049174.919,-73.550145,45.58247
Vol dans / sur véhicule à moteur,2022-03-16,soir,39.0,294296.656,5051161.5,-73.634639,45.600278
Introduction,2022-03-16,soir,7.0,291403.3034,5041137.203,-73.671453,45.510026
Vol dans / sur véhicule à moteur,2022-03-17,nuit,38.0,298276.107,5043461.032,-73.583525,45.531035
Vol de véhicule à moteur,2022-03-17,jour,23.0,301657.414,5045767.885,-73.540249,45.551817
Vol de véhicule à moteur,2022-03-17,jour,26.0,294534.788,5041175.622,-73.631377,45.510425
Méfait,2022-03-17,soir,22.0,300289.907,5042125.584,-73.55773,45.519034
Introduction,2022-04-29,jour,35.0,297548.214,5044683.314,-73.592862,45.542027
Vol de véhicule à moteur,2022-03-17,soir,31.0,294349.396,5045197.965,-73.633835,45.546617
Vol dans / sur véhicule à moteur,2022-04-23,jour,7.0,288500.645,5039326.563,-73.708541,45.493672
Introduction,2022-03-18,nuit,20.0,298790.62,5039874.631,-73.576894,45.498768
Vol de véhicule à moteur,2022-03-18,nuit,38.0,298676.697,5043284.589,-73.578394,45.529451
Vol de véhicule à moteur,2022-04-29,soir,42.0,298643.929,5048435.91,-73.578878,45.575804
Introduction,2022-03-18,jour,38.0,298299.0,5042235.452,-73.583215,45.520007
Vols qualifiés,2022-04-29,soir,15.0,296657.884,5035347.747,-73.604108,45.458011
Vol de véhicule à moteur,2022-04-29,soir,20.0,300670.406,5039803.389,-73.55284,45.498141
Introduction,2022-04-29,soir,38.0,298393.803,5042787.583,-73.582009,45.524976
Introduction,2022-04-30,nuit,5.0,287895.871,5036417.407,-73.716179,45.46748
Vol dans / sur véhicule à moteur,2022-03-18,jour,20.0,299588.692,5039897.01,-73.566682,45.498976
Méfait,2022-03-18,jour,9.0,292675.894,5035448.842,-73.655026,45.458863
Méfait,2022-03-18,soir,26.0,294534.788,5041175.622,-73.631377,45.510425
Vol dans / sur véhicule à moteur,2022-03-18,soir,20.0,299461.332,5040537.065,-73.568319,45.504734
Introduction,2022-03-18,soir,26.0,292796.094,5042206.0,-73.653654,45.519669
Introduction,2022-04-30,jour,39.0,293977.771,5048783.151,-73.638674,45.578872
Introduction,2022-03-19,nuit,12.0,297599.924,5039114.933,-73.592118,45.491921
Vol dans / sur véhicule à moteur,2022-04-30,soir,20.0,298104.653,5040035.006,-73.585673,45.500205
Vol dans / sur véhicule à moteur,2022-05-01,nuit,9.0,294064.896,5036578.941,-73.63729,45.469055
Vol de véhicule à moteur,2022-03-19,nuit,39.0,293867.313,5049840.0,-73.640113,45.58838
Vol de véhicule à moteur,2022-03-19,jour,42.0,297274.688,5050759.0,-73.596458,45.596695
Vol de véhicule à moteur,2022-05-01,jour,48.0,302420.606,5050650.596,-73.530498,45.595756
Vol dans / sur véhicule à moteur,2022-03-19,jour,31.0,295606.801,5044287.147,-73.617715,45.538439
Vol dans / sur véhicule à moteur,2022-03-19,jour,30.0,297111.783,5045813.081,-73.598468,45.552188
Vol dans / sur véhicule à moteur,2022-03-19,soir,39.0,294944.48,5051351.303,-73.626338,45.601995
Vol de véhicule à moteur,2022-03-19,soir,44.0,299107.275,5047222.984,-73.572927,45.564894
Introduction,2022-03-20,nuit,7.0,291597.349,5043215.419,-73.669025,45.528731
Vols qualifiés,2022-03-20,nuit,21.0,300117.94,5041852.266,-73.559929,45.516574
Vol de véhicule à moteur,2022-05-02,nuit,46.0,300632.594,5052739.0,-73.553434,45.61454
Vol de véhicule à moteur,2022-05-02,nuit,10.0,291002.459,5043763.655,-73.676657,45.533652
Vol de véhicule à moteur,2022-05-02,nuit,31.0,294032.442,5043098.505,-73.637848,45.527721
Vol de véhicule à moteur,2022-05-02,nuit,10.0,291002.459,5043763.655,-73.676657,45.533652
Vol de véhicule à moteur,2022-05-02,jour,48.0,300598.843,5048209.601,-73.553828,45.573782
Méfait,2022-05-02,jour,39.0,293789.688,5049032.0,-73.641089,45.581108
Méfait,2022-03-17,nuit,48.0,300509.467,5049353.303,-73.554983,45.584073
Vol dans / sur véhicule à moteur,2022-04-24,soir,20.0,299141.494,5039636.49,-73.572401,45.496628
Méfait,2022-04-24,soir,38.0,298317.097,5043522.32,-73.583001,45.531587
Introduction,2022-05-02,jour,22.0,300360.883,5043790.352,-73.556837,45.534015
Vol dans / sur véhicule à moteur,2022-04-25,nuit,27.0,293506.899,5047375.223,-73.644675,45.566196
Vols qualifiés,2022-03-20,nuit,48.0,301266.948,5050381.9,-73.545283,45.593333
Introduction,2022-03-20,nuit,38.0,297376.11,5042599.577,-73.595034,45.523275
Introduction,2022-03-20,nuit,20.0,300666.955,5039722.481,-73.552883,45.497413
Vols qualifiés,2022-05-02,jour,15.0,297765.378,5035987.149,-73.589956,45.463777
Vol dans / sur véhicule à moteur,2022-05-02,jour,27.0,292180.218,5046685.474,-73.661653,45.559966
Introduction,2022-05-02,jour,31.0,293793.275,5043197.96,-73.640912,45.528612
Vol de véhicule à moteur,2022-03-20,nuit,48.0,301266.948,5050381.9,-73.545283,45.593333
Introduction,2022-03-20,jour,9.0,295021.824,5037690.937,-73.625074,45.479076
Introduction,2022-03-20,jour,9.0,295855.19,5036175.025,-73.614387,45.465446
Vol dans / sur véhicule à moteur,2022-04-26,soir,35.0,295807.196,5043896.786,-73.615142,45.534929
Introduction,2022-05-02,soir,38.0,298220.408,5043675.088,-73.584241,45.532961
Vol dans / sur véhicule à moteur,2022-03-20,jour,10.0,292524.153,5043723.574,-73.657173,45.53332
Méfait,2022-03-20,jour,38.0,296646.673,5042786.888,-73.604375,45.524952
Introduction,2022-05-02,soir,26.0,294677.463,5039613.545,-73.629518,45.496371
Vol de véhicule à moteur,2022-03-20,jour,8.0,290147.563,5033341.5,-73.687291,45.439852
Vol de véhicule à moteur,2022-03-20,soir,39.0,293988.125,5049785.0,-73.638563,45.587887
Méfait,2022-03-20,soir,42.0,297541.875,5050492.5,-73.593029,45.5943
Vol de véhicule à moteur,2022-03-20,soir,44.0,298449.993,5046149.381,-73.581333,45.555228
Introduction,2022-05-03,jour,39.0,295307.438,5050738.5,-73.621674,45.596486
Vol de véhicule à moteur,2022-05-03,jour,5.0,287122.363,5033983.139,-73.725983,45.445556
Vol dans / sur véhicule à moteur,2022-05-03,jour,44.0,300262.802,5048107.821,-73.558132,45.572865
Méfait,2022-04-27,soir,44.0,298733.97,5045520.67,-73.577688,45.549573
Vol dans / sur véhicule à moteur,2022-04-28,jour,16.0,298237.406,5034171.5,-73.583896,45.447444
Méfait,2022-05-03,jour,35.0,297208.788,5043620.022,-73.597192,45.532455
Vol dans / sur véhicule à moteur,2022-04-28,jour,7.0,290595.043,5042972.835,-73.68185,45.526528
Méfait,2022-05-03,jour,23.0,301746.862,5045206.271,-73.5391,45.546763
Vol dans / sur véhicule à moteur,2022-04-28,jour,15.0,297790.56,5037029.08,-73.589649,45.473153
Méfait,2022-05-03,jour,27.0,293825.603,5044875.559,-73.640536,45.543708
Vol de véhicule à moteur,2022-03-21,nuit,21.0,300085.121,5041800.027,-73.560348,45.516104
Vol de véhicule à moteur,2022-03-21,nuit,46.0,298807.625,5051875.0,-73.576823,45.606752
Méfait,2022-04-28,soir,42.0,297767.625,5050635.0,-73.590138,45.595584
Vol dans / sur véhicule à moteur,2022-04-29,jour,20.0,300662.956,5039402.06,-73.552932,45.494529
Vol de véhicule à moteur,2022-03-21,nuit,16.0,298364.102,5034726.18,-73.582284,45.452436
Introduction,2022-03-21,jour,20.0,299697.209,5040093.093,-73.565295,45.500741
Introduction,2022-05-03,soir,31.0,296758.591,5045232.08,-73.602982,45.546956
Méfait,2022-03-21,jour,26.0,294669.746,5041030.279,-73.629646,45.509119
Méfait,2022-04-26,soir,38.0,298066.304,5042778.083,-73.586201,45.524888
Vol de véhicule à moteur,2022-03-21,jour,10.0,291002.459,5043763.655,-73.676657,45.533652
Introduction,2022-03-21,jour,38.0,298379.31,5041955.076,-73.582184,45.517485
Vol dans / sur véhicule à moteur,2022-03-21,soir,20.0,298744.655,5039795.278,-73.577481,45.498054
Vol dans / sur véhicule à moteur,2022-03-15,jour,38.0,299174.401,5043646.59,-73.572026,45.532713
Méfait,2022-04-29,jour,38.0,299141.621,5043919.437,-73.572449,45.535168
Vol de véhicule à moteur,2022-05-04,jour,20.0,299545.0,5039801.368,-73.56724,45.498115
Vol dans / sur véhicule à moteur,2022-05-02,soir,21.0,300783.589,5041108.104,-73.551402,45.509882
Vol dans / sur véhicule à moteur,2022-03-16,jour,42.0,298040.906,5050368.5,-73.586631,45.593189
Introduction,2022-03-22,jour,20.0,299697.209,5040093.093,-73.565295,45.500741
Vol de véhicule à moteur,2022-05-04,jour,38.0,297921.712,5042033.075,-73.588042,45.518183
Vol dans / sur véhicule à moteur,2022-03-22,jour,39.0,295140.719,5051202.5,-73.62382,45.600659
